,CPU,RAM,GPU,SSD,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,target
9084,4,4,8,3,1,4,0,0,9,9,0,3,0,6,9,5,3,9,8,0,0,6,2,4,3,8,3,4,5,3,0
9085,4,8,9,1,3,9,6,3,6,7,6,2,1,9,4,4,3,2,1,1,7,4,9,6,0,7,1,9,8,5,0
9086,4,7,5,9,4,1,4,0,4,2,8,0,0,4,9,4,0,2,0,5,6,6,7,7,3,3,2,3,1,8,0
9087,8,6,1,9,1,2,4,2,1,4,7,4,9,9,1,5,5,4,7,7,2,2,2,0,6,4,0,7,9,0,0
9088,7,0,3,9,5,6,7,5,1,6,8,5,0,3,7,1,5,5,1,8,9,2,7,6,2,7,3,7,9,0,0
9089,7,3,8,2,1,8,6,5,2,5,7,4,6,9,5,1,1,3,5,9,7,7,6,7,1,4,6,8,4,2,0
9090,8,5,5,6,3,1,6,8,7,8,3,1,5,1,3,7,8,6,4,0,0,7,7,3,0,0,9,4,9,0,0
9091,3,2,3,6,0,6,1,8,1,3,5,3,3,1,7,8,8,6,8,4,2,5,1,2,8,2,0,8,5,7,0
9092,5,0,9,9,4,2,5,8,5,2,7,8,2,5,3,4,4,0,4,6,4,0,6,4,0,3,3,6,7,8,0
9093,2,1,6,2,7,9,8,3,8,2,8,4,2,6,4,8,5,1,9,0,9,9,5,3,4,4,5,7,3,9,0
9094,8,9,0,4,2,5,6,9,8,7,3,8,3,4,9,3,0,4,9,3,6,5,8,6,5,0,5,7,6,8,0
9095,0,2,9,1,7,6,1,0,7,1,2,4,9,8,0,8,0,1,8,1,1,5,0,5,2,5,8,5,8,1,0
9096,3,9,5,0,7,8,6,8,5,9,4,0,3,7,2,9,4,1,0,7,2,4,8,5,2,3,9,5,1,9,0
9097,6,5,6,9,6,8,7,6,8,8,7,1,4,7,3,5,8,1,1,4,5,6,1,5,0,2,9,8,6,6,0
9098,4,6,6,5,7,9,0,2,2,1,2,2,3,6,5,5,9,8,5,2,5,7,6,2,4,4,5,0,6,0,0
9099,5,0,6,9,7,1,8,8,5,1,1,9,9,9,8,5,2,3,1,2,4,4,9,9,4,0,9,9,1,1,0
9100,8,7,7,2,9,9,6,1,1,0,1,8,0,4,6,3,5,4,2,5,3,6,4,5,5,8,4,2,6,2,0
9101,2,6,1,1,2,7,5,5,8,9,3,4,0,6,2,6,6,3,2,0,4,0,4,9,6,6,0,6,8,6,0
9102,4,0,9,3,1,3,1,4,6,9,1,2,8,8,1,7,3,5,4,4,2,5,3,6,9,0,0,1,8,7,0
9103,6,6,1,0,1,1,3,4,7,9,2,8,7,4,1,9,3,1,5,1,8,1,2,7,7,5,6,8,3,0,0
9104,3,0,1,3,5,2,8,9,1,6,8,0,8,3,8,2,1,8,4,4,7,3,3,4,3,5,0,3,6,5,0
9105,5,8,4,4,0,1,1,5,2,7,5,3,0,4,4,2,1,4,7,5,9,2,8,1,0,4,6,7,4,4,0
9106,2,9,2,0,5,4,8,7,1,3,9,5,7,1,1,1,9,3,4,0,0,3,9,2,5,7,3,5,2,6,0
9107,6,0,3,5,2,0,0,7,5,8,3,7,9,5,5,5,8,2,9,0,9,0,7,0,8,9,3,2,1,1,0
9108,1,1,9,7,8,6,5,6,2,7,9,1,6,2,7,4,1,0,3,2,0,4,7,2,3,0,3,5,1,4,0
9109,1,5,2,9,7,8,0,6,4,1,8,2,9,9,5,9,6,2,5,6,0,1,1,6,2,8,0,5,7,6,0
9110,5,7,6,5,0,4,7,6,4,2,8,6,8,5,8,5,0,9,7,7,3,5,9,4,7,5,0,2,5,7,0
9111,8,8,9,1,1,7,6,7,9,7,8,0,4,2,4,8,2,0,4,8,1,1,7,0,0,2,1,0,5,1,0
9112,4,0,0,1,2,1,7,5,8,6,3,1,1,8,8,4,3,8,0,8,7,9,2,5,0,3,4,1,8,8,0
9113,9,7,9,3,8,5,1,1,4,3,3,5,0,9,5,7,4,3,5,2,4,0,9,9,2,0,5,8,3,3,0
9114,2,3,7,5,4,8,2,0,0,4,0,7,4,2,1,9,9,2,9,8,2,2,4,2,8,7,8,8,1,7,0
9115,6,3,4,4,2,1,9,4,0,3,7,3,6,8,4,7,1,1,8,6,9,9,4,0,5,1,5,6,7,3,0
9116,2,3,4,7,9,3,8,8,1,4,3,5,6,7,3,8,4,5,9,2,6,6,3,3,0,4,6,4,1,3,0
9117,2,3,0,4,0,3,1,3,0,9,1,1,7,9,2,5,1,6,9,0,7,7,4,1,1,4,6,2,8,6,0
9118,6,5,0,0,7,4,4,2,6,3,2,6,9,3,3,3,6,4,8,7,5,7,6,2,9,5,6,7,2,2,0
9119,5,8,9,8,0,5,7,7,6,4,6,5,7,8,0,5,1,3,2,6,7,7,1,0,2,9,8,9,4,3,0
9120,4,4,9,8,1,7,9,2,0,9,1,0,8,5,2,5,3,3,8,5,8,4,4,4,3,8,8,5,8,3,0
9121,7,5,4,1,3,8,6,2,7,4,1,1,9,8,6,1,1,6,3,4,0,9,4,5,7,2,6,9,7,9,0
9122,3,6,6,3,5,7,7,5,6,5,6,5,0,7,7,8,7,5,6,7,0,0,1,4,8,0,9,3,9,9,0
9123,4,8,0,9,2,2,4,5,1,0,2,4,9,2,9,6,2,5,8,9,8,4,5,3,1,4,9,4,3,4,0
9124,1,5,0,9,7,5,1,3,2,5,6,9,9,5,5,3,7,1,6,4,0,7,0,0,4,0,5,5,1,0,0
9125,3,4,0,7,7,9,3,4,5,7,1,3,3,3,9,0,3,0,6,6,1,1,8,1,9,9,4,4,3,8,0
9126,2,5,5,1,1,3,2,5,7,5,1,2,8,9,1,7,2,5,6,7,3,9,7,2,9,9,8,6,7,5,0
9127,8,4,9,3,5,1,9,0,3,6,5,9,9,5,7,5,3,1,3,3,0,9,3,2,8,5,1,9,8,4,0
9128,3,1,4,9,5,4,0,4,6,7,3,2,4,5,2,7,4,4,0,6,9,1,3,8,8,4,1,2,1,4,0
9129,3,1,4,1,4,1,1,5,3,5,7,7,7,3,4,2,5,7,7,9,5,0,3,0,6,3,9,2,9,5,0
9130,9,2,3,7,4,1,1,7,9,5,5,5,3,8,5,6,8,9,3,6,2,3,4,3,2,2,7,5,8,6,0
9131,3,6,9,5,6,1,2,7,2,1,4,1,8,8,8,1,9,3,2,1,4,3,8,4,1,9,2,2,2,2,0
9132,8,1,4,2,3,0,1,3,6,5,5,9,0,1,0,7,4,0,5,0,6,6,4,8,5,2,8,8,4,2,0
9133,8,0,9,3,5,8,4,0,6,8,4,8,4,4,6,6,2,8,3,4,2,3,9,1,5,0,0,7,7,5,0
9134,0,1,9,5,6,7,8,0,9,0,7,2,9,5,5,3,6,1,6,7,8,0,9,2,7,1,2,4,0,1,0
9135,9,2,1,4,2,6,7,3,7,6,1,3,4,3,9,1,7,6,8,6,6,0,1,2,1,7,2,1,3,6,0
9136,8,4,6,5,8,8,7,8,3,4,1,9,1,7,8,5,7,1,3,9,4,3,5,9,6,8,5,2,4,6,0
9137,5,5,4,7,2,4,4,4,4,2,5,2,5,6,9,6,0,9,3,9,5,0,0,2,1,5,9,3,8,2,0
9138,2,6,3,8,0,2,5,4,7,6,5,9,3,3,7,6,3,8,4,2,7,6,0,3,1,6,7,4,1,7,0
9139,6,4,2,8,3,8,8,4,8,2,7,6,2,6,3,4,4,1,4,1,8,3,7,8,1,9,5,6,6,4,0
9140,0,2,5,4,8,7,2,0,0,2,5,7,5,7,6,9,5,0,8,6,4,1,9,2,5,3,3,4,2,5,0
9141,1,9,0,1,7,4,9,4,5,1,7,4,6,0,9,3,8,5,9,9,7,8,9,1,9,3,6,1,0,4,0
9142,9,5,0,1,4,4,8,4,0,5,9,3,9,9,8,1,6,3,9,5,7,5,0,7,7,5,6,2,0,7,0
9143,8,2,5,6,7,0,6,4,4,4,4,0,4,0,6,2,7,1,5,5,2,5,5,1,5,2,7,2,1,8,0
9144,1,3,4,0,6,2,7,5,5,4,6,2,5,7,0,7,3,8,9,5,6,7,6,4,1,5,8,3,2,9,0
9145,0,8,2,0,2,1,6,9,5,1,5,3,2,1,2,9,5,1,4,9,9,4,2,2,6,5,4,6,3,0,0
9146,6,9,9,3,1,2,7,2,6,4,7,1,8,3,4,3,2,7,2,8,2,8,5,9,3,9,6,5,5,5,0
9147,1,2,2,3,0,7,2,6,5,9,9,8,0,6,1,0,2,1,7,7,1,7,2,7,2,7,4,9,9,8,0
9148,1,3,2,8,8,2,8,0,0,1,1,3,6,5,2,9,0,0,0,6,3,3,9,8,8,7,0,4,9,8,0
9149,2,6,2,7,3,1,0,4,4,5,5,5,9,5,2,7,7,9,9,1,7,9,3,8,2,6,5,7,1,8,0
9150,4,5,2,1,2,5,9,3,8,9,0,7,2,6,2,7,4,6,9,3,8,4,3,5,2,0,1,5,0,7,0
9151,4,0,9,0,0,5,9,0,3,8,8,5,6,0,6,2,6,9,0,0,0,8,3,3,7,6,4,0,7,4,0
9152,8,6,1,8,4,6,2,2,6,7,2,2,1,7,5,5,1,3,5,6,1,2,5,5,6,5,4,6,0,4,0
9153,0,0,9,1,1,0,1,6,3,3,8,3,8,8,4,5,7,8,9,2,6,6,8,5,2,9,9,8,0,3,0
9154,3,3,4,1,5,8,8,8,4,3,1,8,9,8,3,8,4,4,8,0,8,6,7,8,6,4,3,2,1,7,0
9155,9,3,4,1,9,3,1,4,2,3,3,3,4,5,3,9,8,6,3,9,6,1,0,9,4,6,4,7,2,4,0
9156,7,4,0,4,9,3,2,1,8,9,8,9,7,1,8,3,4,9,7,2,5,0,1,2,0,9,4,5,4,4,0
9157,3,6,2,4,0,0,0,5,8,4,7,9,3,6,1,5,6,3,8,6,3,0,5,7,3,5,8,9,6,7,0
9158,0,2,9,8,9,7,7,2,2,8,2,9,7,9,8,0,2,1,8,9,6,3,6,2,9,2,9,5,8,1,0
9159,1,5,1,5,2,0,3,1,9,5,2,6,0,5,5,2,4,9,6,7,2,7,2,0,6,7,2,4,3,8,0
9160,5,5,0,4,2,5,7,0,8,4,9,7,0,5,7,9,2,5,1,6,2,7,1,2,4,8,2,9,7,6,0
9161,4,3,7,5,3,0,3,7,8,9,1,9,0,5,2,4,8,4,4,4,4,9,6,6,3,6,2,6,6,9,0
9162,5,9,6,7,2,4,0,6,7,0,7,8,6,3,8,0,4,7,0,5,6,6,6,9,9,6,6,8,9,9,0
9163,5,6,1,6,6,4,5,8,8,0,8,0,0,6,4,4,8,9,2,7,7,4,4,2,5,1,7,7,9,9,0
9164,1,8,8,8,7,8,6,9,3,9,8,3,1,4,7,5,9,6,8,3,6,5,3,4,9,5,7,7,1,2,0
9165,6,5,2,3,5,9,9,0,4,4,2,5,6,4,8,7,4,3,4,9,8,8,1,4,1,9,3,3,4,3,0
9166,1,6,5,5,3,4,6,2,1,8,2,5,3,5,0,7,1,8,9,4,4,0,4,4,6,0,1,9,3,5,0
9167,8,9,3,4,9,0,8,6,0,6,8,4,7,1,1,4,9,8,2,2,0,6,5,7,9,7,1,3,0,2,0
9168,2,4,4,6,0,9,8,4,3,6,6,2,8,3,0,1,8,4,0,7,7,6,7,8,3,6,6,5,0,1,0
9169,4,2,7,3,5,9,3,0,6,7,3,8,6,9,8,8,9,3,7,1,7,1,6,7,1,8,3,8,4,4,0
9170,0,4,4,1,9,0,0,9,4,2,0,5,3,5,4,3,9,5,8,8,2,9,9,8,6,1,6,5,9,5,0
9171,8,1,9,6,5,1,7,7,9,1,6,4,8,4,4,8,9,6,4,2,3,4,2,3,7,3,7,2,0,8,0
9172,4,4,8,6,2,3,8,4,8,7,5,8,5,1,1,0,1,1,4,3,1,8,3,4,6,2,4,0,0,4,0
9173,9,9,2,2,6,8,2,2,4,5,2,0,6,3,8,8,0,5,4,7,6,7,9,0,2,1,2,4,8,6,0
9174,7,6,4,7,2,2,2,7,9,3,2,5,9,0,1,5,3,1,6,7,7,2,3,0,1,7,4,5,9,3,0
9175,6,4,4,3,2,3,9,6,3,3,3,4,9,8,6,4,4,6,9,4,2,5,6,9,8,8,6,9,7,5,0
9176,7,2,9,0,1,1,1,9,5,2,1,8,9,2,6,1,8,0,9,4,8,1,8,6,4,3,3,2,0,5,0
9177,1,5,1,7,1,7,8,2,0,3,9,3,0,5,3,3,0,8,0,7,7,6,4,9,1,8,1,7,7,0,0
9178,5,0,9,7,0,4,0,3,4,6,3,2,9,8,1,5,9,4,8,1,0,1,9,1,5,7,7,5,5,2,0
9179,9,4,3,2,1,2,1,5,0,4,5,8,3,0,9,5,6,5,2,1,9,3,0,8,8,8,2,6,2,9,0
9180,1,7,7,4,3,4,4,5,7,7,7,4,7,1,8,7,5,7,9,5,5,6,8,0,0,5,2,0,6,7,0
9181,8,5,6,8,4,3,5,2,6,7,1,3,7,3,8,4,5,8,0,5,6,4,7,8,5,4,5,8,7,4,0
9182,3,0,2,6,6,2,0,9,4,4,7,3,2,8,6,7,3,8,8,4,9,8,3,1,3,3,7,3,0,0,0
9183,0,8,3,6,3,7,3,4,6,2,8,7,3,8,1,7,2,2,7,5,4,4,3,9,0,0,4,5,7,0,0
9184,8,2,5,1,8,4,8,1,7,9,1,4,4,9,3,8,5,2,2,8,4,8,6,4,3,3,6,8,5,2,0
9185,0,0,9,1,4,2,7,5,2,8,7,6,4,9,4,4,6,4,6,3,0,8,3,2,0,3,2,6,1,2,0
9186,7,7,1,8,2,3,7,1,9,8,5,9,2,0,3,8,0,5,4,9,8,8,0,5,8,3,8,9,6,6,0
9187,4,0,0,2,9,4,2,3,4,3,0,7,4,6,1,1,0,3,0,2,0,2,5,9,7,4,2,0,9,1,0
9188,4,9,5,9,9,2,5,9,9,2,8,3,9,5,7,2,3,7,7,5,4,0,2,0,6,9,8,4,4,4,0
9189,4,5,1,6,7,3,7,3,3,5,8,5,1,9,4,7,0,3,7,3,5,6,8,7,2,7,9,2,9,6,0
9190,6,5,7,7,8,3,3,1,6,6,2,5,7,3,9,9,3,0,4,2,0,1,2,9,0,3,4,7,3,9,0
9191,1,7,0,6,1,1,4,5,4,2,2,7,5,9,4,8,6,9,9,4,6,8,2,8,0,3,6,8,9,8,0
9192,8,8,3,6,0,0,1,0,6,2,3,1,9,1,5,8,4,6,9,8,6,9,9,1,3,6,8,1,7,6,0
9193,3,5,3,9,4,1,9,4,8,1,3,7,7,6,8,7,1,0,9,9,8,6,9,5,7,5,2,2,7,0,0
9194,2,2,7,3,0,7,3,4,9,4,4,9,5,2,2,0,9,2,0,0,1,6,2,8,1,1,6,7,5,0,0
9195,3,6,0,2,7,3,0,3,2,2,9,7,7,7,3,3,6,1,6,9,0,5,9,7,5,4,4,6,0,3,0
9196,2,5,4,5,9,0,8,0,6,3,8,9,1,2,6,2,0,1,6,1,1,1,5,4,4,0,5,4,8,8,0
9197,2,7,9,6,0,5,3,0,4,7,6,5,8,4,0,2,0,4,1,8,4,7,7,3,9,4,7,9,2,8,0
9198,0,4,0,8,9,8,1,5,7,9,1,0,8,9,0,9,8,1,2,3,7,0,3,3,9,7,3,7,5,6,0
9199,7,0,8,6,4,8,0,9,1,1,2,3,3,8,4,7,5,6,7,6,5,5,3,0,9,5,8,4,5,8,0
9200,7,9,2,4,9,1,6,9,1,9,0,5,2,3,0,0,1,0,0,7,0,6,0,5,0,0,6,8,7,3,0
9201,1,9,3,5,5,8,8,3,2,8,0,7,7,1,0,5,4,8,1,7,9,2,4,6,5,6,8,2,2,3,0
9202,5,5,2,9,1,7,5,4,1,7,0,9,6,9,2,8,0,4,6,8,2,7,2,4,4,9,9,2,1,4,0
9203,8,2,4,0,4,5,4,4,4,2,4,6,3,4,6,2,0,7,7,7,9,5,4,1,9,6,2,4,3,2,0
9204,1,8,1,1,6,5,4,0,5,2,6,3,4,7,0,2,3,9,2,1,1,2,8,3,9,4,1,9,8,8,0
9205,6,0,4,4,8,4,6,7,1,3,6,2,4,3,7,7,5,1,0,7,8,5,8,8,9,9,7,1,1,1,0
9206,4,7,4,7,6,4,9,6,8,7,3,4,7,7,9,5,5,4,2,9,8,9,4,3,6,1,1,7,6,9,0
9207,5,2,3,6,9,1,7,5,6,1,7,2,7,1,0,7,0,5,4,2,0,1,0,0,1,7,4,2,1,7,0
9208,7,9,8,8,4,6,7,0,7,3,7,1,8,9,1,6,2,7,0,2,4,4,2,1,2,0,3,7,5,6,1
9209,7,0,7,2,0,5,3,6,8,4,7,9,6,0,8,4,4,3,9,8,3,9,7,2,8,8,2,6,9,1,0
9210,2,1,9,1,6,4,8,8,5,7,9,4,4,3,8,7,7,7,4,4,8,1,2,4,0,2,3,7,1,4,0
9211,4,1,2,2,5,1,9,6,4,8,0,2,8,1,4,8,3,6,5,5,7,8,5,8,3,2,9,6,1,2,0
9212,5,7,3,6,9,7,7,9,4,0,6,3,7,6,2,5,9,5,3,7,9,4,2,0,2,4,4,0,4,4,0
9213,3,8,9,8,7,3,0,4,9,4,6,6,5,5,8,7,5,8,4,1,0,5,6,6,9,4,1,7,0,2,0
9214,0,3,7,3,5,9,8,1,1,6,8,1,7,8,3,1,0,9,3,4,5,3,0,0,2,1,5,2,1,0,0
9215,9,4,9,5,5,7,2,0,4,2,1,6,5,9,2,4,2,3,4,1,6,4,8,9,4,5,4,7,8,7,0
9216,1,8,8,8,2,6,1,8,1,1,7,8,4,1,8,5,2,1,7,6,5,2,7,9,2,0,9,9,3,4,0
9217,5,0,0,7,1,3,9,4,6,2,3,4,5,3,8,9,8,0,8,3,4,1,7,2,8,1,2,5,5,5,0
9218,0,5,7,1,1,9,7,6,8,8,2,5,0,3,3,7,5,0,4,9,9,8,9,5,9,2,7,7,4,1,0
9219,2,2,8,4,4,5,2,2,9,8,3,3,9,5,3,4,8,7,7,8,2,7,5,0,6,5,8,6,2,2,0
9220,1,8,3,2,7,1,5,3,2,5,2,1,8,6,5,8,4,8,5,6,6,9,9,4,4,7,5,7,7,1,0
9221,1,1,8,9,0,1,8,2,2,1,7,4,1,2,0,0,6,9,9,7,5,4,4,3,3,0,5,4,4,6,0
9222,9,1,2,6,0,2,1,3,9,6,4,6,2,2,6,0,4,8,5,2,2,6,5,5,8,8,9,1,3,2,0
9223,2,7,7,3,2,3,1,7,7,5,2,8,3,4,7,5,6,6,9,8,1,1,5,4,6,5,6,4,2,0,0
9224,5,4,3,3,3,0,9,4,9,0,7,6,0,3,4,9,2,2,9,7,4,0,4,1,5,1,1,3,6,6,0
9225,2,8,7,4,5,0,8,8,5,2,8,8,2,0,3,8,9,1,6,1,7,7,3,5,4,0,5,7,0,9,0
9226,3,4,2,1,7,9,9,7,8,9,9,5,1,8,7,5,4,7,4,1,6,4,7,5,8,1,3,3,4,3,0
9227,7,8,9,7,5,3,7,0,3,5,7,0,5,2,2,7,3,3,9,8,3,8,3,9,4,4,8,9,0,1,1
9228,9,6,7,4,6,5,0,7,9,4,8,9,9,5,1,5,4,5,0,4,0,0,3,6,3,5,8,3,8,6,0
9229,3,0,3,6,9,0,1,7,3,9,6,3,1,4,1,1,1,7,3,1,0,8,2,9,0,8,6,5,8,4,0
9230,3,5,1,6,6,8,2,5,3,0,3,9,5,9,2,5,8,7,8,5,5,1,0,3,8,6,3,6,6,4,0
9231,4,4,5,1,5,4,2,2,8,0,3,5,8,4,2,3,5,3,7,9,3,8,4,8,5,8,1,6,6,1,0
9232,4,8,6,3,4,4,1,8,5,0,4,9,3,4,4,7,8,1,3,6,2,1,5,7,2,7,6,9,9,2,0
9233,4,5,6,4,1,4,5,1,9,9,1,3,7,2,5,0,6,6,2,9,6,7,7,8,3,5,2,9,5,2,0
9234,7,9,6,9,1,8,5,1,3,5,6,1,3,3,1,9,7,7,0,7,0,1,2,3,4,6,3,0,6,1,0
9235,4,2,6,4,3,1,5,0,0,2,0,8,1,4,0,5,9,6,9,4,5,3,0,1,0,0,9,2,7,1,0
9236,3,4,6,5,0,3,0,4,7,3,8,1,7,8,3,9,3,7,8,3,3,7,3,2,6,3,3,4,0,7,0
9237,1,9,3,3,3,3,6,0,2,8,5,6,5,8,7,9,3,2,1,5,5,6,5,0,9,4,8,0,5,0,0
9238,3,5,3,5,6,3,9,4,2,0,3,6,1,1,6,3,2,3,3,2,7,8,2,2,8,3,4,2,7,9,0
9239,3,5,7,4,5,1,5,0,4,2,5,7,1,0,6,2,3,6,3,6,1,2,9,6,0,1,6,0,2,3,0
9240,0,2,7,4,6,8,8,8,5,9,3,9,6,8,5,2,3,0,1,7,7,5,8,0,7,9,0,9,6,6,0
9241,9,9,9,0,4,1,7,6,1,8,5,9,7,7,3,7,4,9,2,3,1,5,7,4,1,3,9,4,9,3,0
9242,9,8,8,2,0,4,6,3,6,4,0,6,6,1,7,4,3,8,2,1,3,7,0,6,3,3,1,6,0,6,0
9243,8,5,5,9,4,0,9,7,1,0,6,4,9,3,4,4,1,1,2,1,9,7,1,4,1,7,5,3,6,9,0
9244,7,1,4,6,2,0,8,8,9,7,8,6,8,6,5,5,6,3,0,4,0,2,3,1,9,7,4,7,6,4,0
9245,7,4,5,1,6,3,1,9,2,6,4,4,9,7,9,3,1,6,3,9,7,3,1,5,8,0,2,9,7,5,0
9246,3,2,1,8,5,9,0,0,3,3,1,2,7,6,9,7,6,7,0,3,1,5,7,5,8,6,5,0,3,2,0
9247,2,1,1,6,9,6,6,0,9,4,7,4,7,2,0,2,0,3,4,6,8,5,1,0,0,1,1,8,5,4,0
9248,4,6,7,6,5,1,9,1,1,9,9,9,7,4,1,5,6,1,1,2,7,1,2,2,2,6,9,0,6,8,0
9249,9,2,9,6,3,3,6,0,5,4,4,8,9,4,5,5,2,0,3,9,1,1,9,4,4,0,5,8,9,9,0
9250,0,4,5,0,1,4,2,7,8,2,7,2,4,1,3,5,4,4,2,9,7,9,9,9,9,1,7,7,5,0,0
9251,2,2,2,0,8,3,1,3,2,8,1,6,2,3,3,2,2,8,9,5,5,1,1,3,0,1,9,8,1,5,0
9252,9,0,4,8,8,2,3,0,9,3,9,6,9,5,4,1,5,1,2,7,9,5,6,6,8,0,2,8,3,2,0
9253,2,8,9,5,9,7,3,4,1,8,0,3,6,6,2,4,9,3,7,7,9,4,7,5,6,2,4,1,0,5,0
9254,0,9,0,8,3,5,7,1,8,6,1,6,9,1,2,2,2,0,7,7,7,1,8,0,1,6,5,0,4,5,0
9255,1,1,0,0,3,3,3,0,7,4,0,4,4,6,6,6,6,3,0,1,7,4,1,7,7,1,1,7,0,0,0
9256,5,8,2,6,9,3,3,1,3,3,5,3,4,9,3,0,8,6,0,1,8,4,3,7,1,6,3,9,1,6,0
9257,5,5,7,9,6,1,7,2,0,7,6,9,9,1,9,1,2,6,3,8,3,2,6,0,1,3,2,2,3,4,0
9258,7,5,5,9,4,5,7,0,8,4,7,9,5,8,0,2,8,0,4,9,0,9,4,6,7,8,6,1,7,1,0
9259,0,0,8,9,2,8,3,5,0,8,3,7,7,6,8,9,8,0,3,6,8,1,7,5,3,7,2,1,8,5,0
9260,3,6,4,9,8,8,4,2,0,0,5,2,0,9,7,1,5,4,1,8,3,7,4,7,8,6,8,2,9,0,0
9261,5,1,3,6,9,1,0,3,0,3,2,5,0,5,9,0,9,4,2,9,6,9,8,4,8,3,9,7,1,2,0
9262,4,7,8,6,0,6,4,8,0,1,3,7,9,0,2,0,8,1,7,8,9,2,6,6,3,7,0,2,1,6,0
9263,3,4,3,1,7,4,3,0,6,6,2,7,9,3,4,1,0,7,8,6,9,4,8,5,4,7,9,0,5,5,0
9264,8,6,0,0,5,1,8,3,7,6,1,1,1,2,7,0,0,4,2,8,1,4,0,6,5,9,9,5,2,5,0
9265,9,3,8,0,0,0,8,3,2,4,8,5,7,9,4,0,9,6,2,8,9,6,1,2,1,3,7,8,5,0,0
9266,7,0,8,1,6,0,3,5,2,6,5,5,4,9,0,4,3,7,0,3,6,5,8,0,1,6,6,6,8,7,0
9267,9,1,4,8,4,2,8,9,4,5,9,6,1,4,2,6,9,8,9,4,1,1,1,1,2,5,9,9,3,5,0
9268,1,5,1,7,2,7,7,1,7,0,0,9,8,8,9,9,3,6,9,0,4,0,0,4,2,7,0,5,9,4,0
9269,1,5,5,7,7,7,6,5,2,8,3,2,0,5,4,7,6,2,5,8,8,6,5,7,8,5,4,0,6,6,0
9270,2,2,9,6,5,1,5,4,4,6,8,1,8,4,0,4,2,9,4,8,5,6,0,6,7,2,8,2,5,2,0
9271,4,0,2,2,8,9,5,2,8,0,1,4,1,5,8,5,4,2,3,6,1,1,6,1,6,2,0,8,2,5,0
9272,6,8,0,8,1,2,6,4,6,2,0,5,6,5,1,8,0,6,2,0,4,9,4,5,6,5,2,6,5,9,0
9273,6,4,1,4,3,3,1,4,7,6,7,9,2,3,1,4,8,6,5,2,9,3,6,8,5,9,3,1,3,3,0
9274,1,6,7,6,0,3,3,5,7,1,2,0,8,6,7,6,1,3,3,4,3,2,0,0,0,4,0,5,1,7,0
9275,2,4,7,0,9,6,3,8,9,0,9,1,7,0,0,0,1,0,5,2,7,6,1,0,4,2,8,2,7,8,0
9276,3,2,8,4,8,2,8,0,0,5,5,6,0,6,7,5,2,5,2,8,2,3,6,1,6,8,6,5,4,7,0
9277,6,5,5,8,2,0,6,2,1,8,3,2,7,6,0,6,8,1,2,2,1,8,1,1,1,0,5,0,3,6,0
9278,1,3,2,2,8,1,0,8,7,4,9,5,0,6,6,5,6,5,5,4,1,9,5,2,2,1,2,7,7,9,0
9279,2,3,8,6,4,1,3,2,9,1,4,0,1,5,3,9,6,4,7,4,4,2,9,2,7,3,0,2,6,6,0
9280,2,7,0,4,6,2,4,7,6,0,1,6,6,1,5,1,2,3,0,2,9,2,8,3,2,7,8,5,3,8,0
9281,5,4,3,7,0,1,3,4,3,3,3,6,9,1,3,1,5,0,0,9,4,4,4,0,2,1,2,7,3,7,0
9282,3,3,6,3,1,0,1,2,4,1,1,8,6,0,0,9,0,2,0,3,2,6,0,0,2,9,4,3,0,0,0
9283,1,1,3,3,6,1,4,4,1,4,9,4,8,3,4,7,3,6,0,0,3,5,2,2,1,3,3,2,8,8,0
9284,6,5,2,9,8,9,2,8,1,8,6,5,6,9,1,8,1,3,9,4,9,8,7,6,6,4,4,6,5,0,0
9285,3,6,9,5,8,1,2,8,9,5,3,3,3,1,7,8,4,5,0,6,1,3,8,1,7,0,9,2,9,0,0
9286,2,6,9,7,6,3,5,9,7,6,5,5,3,2,2,2,9,9,0,5,5,1,8,0,9,7,0,1,4,7,0
9287,6,5,6,9,8,3,5,6,1,2,3,9,7,1,5,9,5,9,0,3,6,7,8,7,4,5,4,5,6,5,0
9288,0,3,8,8,1,8,9,1,9,6,7,3,7,5,9,7,3,0,6,1,8,6,0,6,9,6,4,7,7,3,0
9289,9,8,4,5,3,6,0,9,9,5,8,7,4,8,0,4,7,1,6,8,1,9,6,4,7,3,1,8,1,0,0
9290,5,5,9,7,5,6,5,7,8,9,6,4,7,9,0,7,7,6,1,3,4,8,0,3,0,7,4,4,3,8,0
9291,2,8,3,7,1,6,4,4,2,3,4,1,4,3,7,0,6,0,9,2,6,1,1,6,0,8,2,9,3,7,0
9292,8,1,6,1,3,9,5,0,8,2,9,9,1,2,6,6,4,8,4,8,1,0,6,0,9,3,3,2,4,9,0
9293,1,8,6,8,7,6,4,4,6,0,7,2,7,7,2,4,9,3,3,2,7,1,4,9,1,0,0,0,5,9,0
9294,5,8,8,3,8,5,1,0,8,0,4,4,8,2,3,1,8,5,6,1,2,2,6,7,8,9,9,5,7,8,0
9295,8,4,1,7,5,4,7,1,8,5,4,2,1,2,1,5,9,3,8,0,3,9,9,7,1,2,8,0,5,8,0
9296,5,9,4,3,4,1,3,3,2,3,5,1,5,6,2,1,2,1,9,8,9,2,9,0,5,7,1,4,1,3,0
9297,4,0,0,5,0,9,0,5,6,0,7,3,6,5,2,4,9,0,2,1,2,6,8,7,5,1,7,0,2,4,0
